model-1594054321,1594054364.739,0.72,0.1238,0.75,0.1002,10
model-1594054321,1594054364.838,0.77,0.1113,0.7,0.1335,10
model-1594054321,1594054364.935,0.78,0.1086,0.74,0.1038,10
model-1594054321,1594054365.034,0.74,0.1277,0.74,0.1032,10
model-1594054321,1594054365.131,0.7,0.1227,0.7,0.1177,10
model-1594054321,1594054365.228,0.74,0.1148,0.69,0.1306,10
model-1594054321,1594054365.329,0.77,0.0976,0.72,0.1125,10
model-1594054321,1594054365.427,0.74,0.118,0.67,0.1399,10
model-1594054321,1594054365.529,0.85,0.0873,0.74,0.117,10
model-1594054321,1594054365.623,0.8,0.0967,0.72,0.1162,10
model-1594054321,1594054365.723,0.73,0.1116,0.72,0.121,10
model-1594054321,1594054365.841,0.74,0.1077,0.74,0.118,10
model-1594054321,1594054365.938,0.72,0.1128,0.72,0.1189,10
model-1594054321,1594054366.037,0.71,0.117,0.76,0.1196,10
model-1594054321,1594054366.136,0.73,0.1277,0.71,0.1232,10
model-1594054321,1594054366.233,0.71,0.1223,0.76,0.1195,10
model-1594054321,1594054366.331,0.71,0.1248,0.75,0.1062,10
model-1594054321,1594054366.427,0.73,0.1257,0.72,0.1126,10
model-1594054321,1594054366.524,0.75,0.1033,0.7,0.1306,10
model-1594054321,1594054366.63,0.74,0.1201,0.7,0.1304,10
model-1594054321,1594054366.725,0.75,0.115,0.71,0.1208,10
model-1594054321,1594054366.821,0.71,0.1219,0.71,0.1241,10
model-1594054321,1594054366.924,0.81,0.0979,0.74,0.1077,10
model-1594054321,1594054367.031,0.69,0.1391,0.77,0.1177,10
model-1594054321,1594054367.135,0.73,0.1101,0.74,0.1089,10
model-1594054321,1594054367.232,0.73,0.1161,0.68,0.1339,10
model-1594054321,1594054367.287,0.73,0.1156,0.68,0.1301,10
model-1594054321,1594054367.404,0.75,0.1144,0.69,0.1215,11
model-1594054321,1594054367.507,0.74,0.1072,0.69,0.1241,11
model-1594054321,1594054367.605,0.75,0.1097,0.68,0.1261,11
model-1594054321,1594054367.718,0.75,0.1126,0.77,0.1054,11
model-1594054321,1594054367.833,0.82,0.1019,0.72,0.1208,11
model-1594054321,1594054367.955,0.69,0.1186,0.75,0.1045,11
model-1594054321,1594054368.059,0.84,0.0909,0.74,0.1026,11
model-1594054321,1594054368.162,0.62,0.1458,0.74,0.1025,11
model-1594054321,1594054368.266,0.78,0.1068,0.76,0.1155,11
model-1594054321,1594054368.364,0.88,0.0796,0.75,0.1033,11
model-1594054321,1594054368.464,0.75,0.1116,0.75,0.115,11
model-1594054321,1594054368.561,0.77,0.1051,0.71,0.1299,11
model-1594054321,1594054368.658,0.77,0.1098,0.75,0.1238,11
model-1594054321,1594054368.761,0.72,0.1234,0.73,0.1137,11
model-1594054321,1594054368.857,0.77,0.1093,0.78,0.111,11
model-1594054321,1594054368.954,0.79,0.1068,0.77,0.1013,11
model-1594054321,1594054369.057,0.73,0.1253,0.76,0.1103,11
model-1594054321,1594054369.153,0.71,0.121,0.71,0.1147,11
model-1594054321,1594054369.253,0.76,0.1131,0.73,0.1025,11
model-1594054321,1594054369.355,0.78,0.0951,0.76,0.1191,11
model-1594054321,1594054369.451,0.75,0.1157,0.7,0.1294,11
model-1594054321,1594054369.548,0.85,0.0851,0.71,0.1205,11
model-1594054321,1594054369.644,0.79,0.0948,0.74,0.1201,11
model-1594054321,1594054369.741,0.73,0.1104,0.67,0.1293,11
model-1594054321,1594054369.848,0.74,0.1057,0.73,0.1183,11
model-1594054321,1594054369.942,0.72,0.1106,0.71,0.1187,11
model-1594054321,1594054370.041,0.73,0.1141,0.72,0.1161,11
model-1594054321,1594054370.147,0.74,0.1279,0.71,0.1297,11
model-1594054321,1594054370.251,0.73,0.1217,0.77,0.1095,11
model-1594054321,1594054370.375,0.71,0.1239,0.74,0.1151,11
model-1594054321,1594054370.483,0.73,0.123,0.72,0.1163,11
model-1594054321,1594054370.58,0.79,0.101,0.74,0.1054,11
model-1594054321,1594054370.693,0.74,0.1178,0.72,0.1221,11
model-1594054321,1594054370.796,0.78,0.1135,0.76,0.1178,11
model-1594054321,1594054370.902,0.74,0.1195,0.74,0.1027,11
model-1594054321,1594054371.01,0.8,0.0964,0.74,0.1046,11
model-1594054321,1594054371.117,0.71,0.1377,0.71,0.1235,11
model-1594054321,1594054371.216,0.73,0.1084,0.76,0.0973,11
model-1594054321,1594054371.314,0.74,0.1157,0.74,0.1009,11
model-1594054321,1594054371.364,0.73,0.1121,0.68,0.1349,11
model-1594054321,1594054371.471,0.76,0.114,0.66,0.1403,12
model-1594054321,1594054371.568,0.74,0.1069,0.69,0.1336,12
model-1594054321,1594054371.676,0.73,0.1075,0.73,0.1168,12
model-1594054321,1594054371.777,0.75,0.1109,0.71,0.1201,12
model-1594054321,1594054371.872,0.82,0.0993,0.72,0.1153,12
model-1594054321,1594054371.973,0.7,0.117,0.75,0.1083,12
model-1594054321,1594054372.076,0.84,0.0897,0.74,0.1095,12
model-1594054321,1594054372.176,0.63,0.1452,0.68,0.1232,12
model-1594054321,1594054372.281,0.79,0.1038,0.74,0.124,12
model-1594054321,1594054372.377,0.87,0.0771,0.74,0.1096,12
model-1594054321,1594054372.481,0.74,0.1089,0.75,0.1096,12
model-1594054321,1594054372.588,0.77,0.1031,0.77,0.1001,12
model-1594054321,1594054372.696,0.77,0.1082,0.76,0.1122,12
model-1594054321,1594054372.82,0.74,0.1234,0.74,0.1275,12
model-1594054321,1594054372.921,0.77,0.1071,0.78,0.108,12
model-1594054321,1594054373.038,0.79,0.1051,0.75,0.1257,12
model-1594054321,1594054373.152,0.75,0.1232,0.76,0.106,12
model-1594054321,1594054373.259,0.72,0.1199,0.74,0.1021,12
model-1594054321,1594054373.362,0.76,0.1119,0.77,0.1153,12
model-1594054321,1594054373.458,0.8,0.0928,0.78,0.1119,12
model-1594054321,1594054373.567,0.76,0.1135,0.74,0.1139,12
model-1594054321,1594054373.669,0.85,0.0831,0.75,0.1201,12
model-1594054321,1594054373.764,0.78,0.0931,0.68,0.134,12
model-1594054321,1594054373.868,0.73,0.1097,0.74,0.1087,12
model-1594054321,1594054373.964,0.74,0.1039,0.74,0.1118,12
model-1594054321,1594054374.074,0.73,0.1093,0.72,0.1174,12
model-1594054321,1594054374.173,0.75,0.1116,0.74,0.119,12
model-1594054321,1594054374.27,0.73,0.1275,0.71,0.1245,12
model-1594054321,1594054374.368,0.75,0.1209,0.72,0.1271,12
model-1594054321,1594054374.464,0.71,0.1231,0.74,0.1144,12
model-1594054321,1594054374.559,0.73,0.1208,0.74,0.1126,12
model-1594054321,1594054374.661,0.79,0.0989,0.75,0.1012,12
model-1594054321,1594054374.759,0.75,0.1157,0.71,0.1189,12
model-1594054321,1594054374.858,0.78,0.1124,0.72,0.11,12
model-1594054321,1594054374.956,0.75,0.1174,0.76,0.1146,12
model-1594054321,1594054375.053,0.79,0.0949,0.72,0.1212,12
model-1594054321,1594054375.152,0.72,0.1364,0.71,0.1222,12
model-1594054321,1594054375.249,0.73,0.1071,0.74,0.1144,12
model-1594054321,1594054375.344,0.75,0.1153,0.74,0.1011,12
model-1594054321,1594054375.398,0.8,0.1089,0.71,0.1203,12
model-1594054321,1594054375.499,0.75,0.1137,0.75,0.106,13
model-1594054321,1594054375.598,0.74,0.1066,0.78,0.0985,13
model-1594054321,1594054375.699,0.74,0.1056,0.75,0.1069,13
model-1594054321,1594054375.796,0.76,0.1093,0.76,0.1025,13
model-1594054321,1594054375.895,0.82,0.0974,0.74,0.1161,13
model-1594054321,1594054375.997,0.71,0.1155,0.73,0.1213,13
model-1594054321,1594054376.097,0.85,0.0887,0.73,0.1054,13
model-1594054321,1594054376.206,0.64,0.1445,0.75,0.1011,13
model-1594054321,1594054376.317,0.76,0.1015,0.74,0.1116,13
model-1594054321,1594054376.415,0.88,0.075,0.73,0.1249,13
model-1594054321,1594054376.516,0.73,0.1065,0.74,0.1288,13
model-1594054321,1594054376.614,0.78,0.1014,0.79,0.1088,13
model-1594054321,1594054376.71,0.78,0.107,0.73,0.1245,13
model-1594054321,1594054376.821,0.72,0.1235,0.73,0.1119,13
model-1594054321,1594054376.918,0.76,0.1054,0.74,0.1098,13
model-1594054321,1594054377.018,0.79,0.1037,0.74,0.1135,13
model-1594054321,1594054377.117,0.74,0.1213,0.74,0.1038,13
model-1594054321,1594054377.213,0.72,0.1191,0.7,0.1188,13
model-1594054321,1594054377.312,0.77,0.1108,0.69,0.1199,13
model-1594054321,1594054377.408,0.81,0.0909,0.72,0.1245,13
model-1594054321,1594054377.507,0.76,0.1114,0.74,0.1089,13
model-1594054321,1594054377.608,0.85,0.0813,0.77,0.0999,13
model-1594054321,1594054377.717,0.8,0.0914,0.7,0.1301,13
model-1594054321,1594054377.84,0.73,0.1091,0.7,0.1201,13
model-1594054321,1594054377.946,0.75,0.1024,0.72,0.1206,13
model-1594054321,1594054378.067,0.74,0.1084,0.73,0.1139,13
model-1594054321,1594054378.183,0.75,0.1097,0.74,0.1196,13
model-1594054321,1594054378.29,0.75,0.1268,0.72,0.1252,13
model-1594054321,1594054378.411,0.75,0.12,0.71,0.1258,13
model-1594054321,1594054378.524,0.71,0.1226,0.74,0.1113,13
model-1594054321,1594054378.639,0.74,0.1188,0.78,0.0956,13
model-1594054321,1594054378.74,0.82,0.0971,0.74,0.1112,13
model-1594054321,1594054378.849,0.76,0.1137,0.74,0.1042,13
model-1594054321,1594054378.96,0.77,0.1116,0.74,0.1059,13
model-1594054321,1594054379.061,0.75,0.1156,0.77,0.1091,13
model-1594054321,1594054379.163,0.78,0.0937,0.73,0.1205,13
model-1594054321,1594054379.262,0.72,0.1353,0.76,0.1043,13
model-1594054321,1594054379.359,0.73,0.1063,0.73,0.1124,13
model-1594054321,1594054379.458,0.75,0.1147,0.66,0.1338,13
model-1594054321,1594054379.509,0.8,0.1067,0.72,0.1111,13
model-1594054321,1594054379.606,0.76,0.113,0.69,0.1282,14
model-1594054321,1594054379.703,0.75,0.1062,0.7,0.1278,14
model-1594054321,1594054379.801,0.74,0.104,0.73,0.1178,14
model-1594054321,1594054379.899,0.76,0.1079,0.77,0.1043,14
model-1594054321,1594054380.003,0.81,0.0959,0.71,0.1206,14
model-1594054321,1594054380.105,0.71,0.1145,0.74,0.1089,14
model-1594054321,1594054380.211,0.84,0.0877,0.68,0.123,14
model-1594054321,1594054380.32,0.65,0.1438,0.75,0.1012,14
model-1594054321,1594054380.417,0.78,0.0995,0.76,0.1049,14
model-1594054321,1594054380.514,0.88,0.0734,0.78,0.1012,14
model-1594054321,1594054380.617,0.75,0.1045,0.74,0.1084,14
model-1594054321,1594054380.721,0.79,0.1,0.77,0.0947,14
model-1594054321,1594054380.819,0.79,0.106,0.75,0.1185,14
model-1594054321,1594054380.916,0.7,0.1236,0.76,0.0968,14
model-1594054321,1594054381.019,0.76,0.1038,0.78,0.1092,14
model-1594054321,1594054381.121,0.77,0.1023,0.76,0.0973,14
model-1594054321,1594054381.222,0.76,0.1197,0.75,0.1047,14
model-1594054321,1594054381.321,0.73,0.1185,0.74,0.1052,14
model-1594054321,1594054381.42,0.78,0.1097,0.76,0.1174,14
model-1594054321,1594054381.52,0.8,0.0892,0.77,0.0972,14
model-1594054321,1594054381.628,0.77,0.1095,0.77,0.106,14
model-1594054321,1594054381.726,0.85,0.0797,0.74,0.1091,14
model-1594054321,1594054381.836,0.79,0.0898,0.68,0.1241,14
model-1594054321,1594054381.946,0.75,0.109,0.74,0.1113,14
model-1594054321,1594054382.057,0.76,0.1006,0.67,0.1346,14
model-1594054321,1594054382.167,0.74,0.1075,0.72,0.1237,14
model-1594054321,1594054382.262,0.77,0.1078,0.71,0.1268,14
model-1594054321,1594054382.369,0.75,0.1258,0.69,0.1258,14
model-1594054321,1594054382.465,0.74,0.119,0.75,0.1129,14
model-1594054321,1594054382.562,0.7,0.1218,0.71,0.1263,14
model-1594054321,1594054382.667,0.74,0.1172,0.75,0.11,14
model-1594054321,1594054382.762,0.82,0.0955,0.75,0.1191,14
model-1594054321,1594054382.862,0.77,0.1117,0.74,0.1305,14
model-1594054321,1594054382.984,0.78,0.1105,0.76,0.0999,14
model-1594054321,1594054383.098,0.74,0.1138,0.75,0.1162,14
model-1594054321,1594054383.213,0.79,0.0922,0.74,0.1062,14
model-1594054321,1594054383.317,0.72,0.1341,0.74,0.113,14
model-1594054321,1594054383.438,0.72,0.1054,0.75,0.1073,14
model-1594054321,1594054383.55,0.74,0.1146,0.74,0.1145,14
model-1594054321,1594054383.6,0.8,0.1046,0.76,0.1107,14
model-1594054321,1594054383.723,0.76,0.1126,0.73,0.1186,15
model-1594054321,1594054383.827,0.74,0.1058,0.72,0.1171,15
model-1594054321,1594054383.927,0.75,0.1026,0.76,0.1012,15
model-1594054321,1594054384.043,0.76,0.1062,0.75,0.1043,15
model-1594054321,1594054384.144,0.81,0.0949,0.73,0.1148,15
model-1594054321,1594054384.246,0.71,0.1134,0.75,0.1014,15
model-1594054321,1594054384.342,0.85,0.0869,0.73,0.1142,15
model-1594054321,1594054384.439,0.66,0.1431,0.76,0.103,15
model-1594054321,1594054384.544,0.77,0.0977,0.74,0.1046,15
model-1594054321,1594054384.641,0.87,0.0719,0.76,0.1094,15
model-1594054321,1594054384.743,0.75,0.1027,0.76,0.1047,15
model-1594054321,1594054384.84,0.79,0.0985,0.74,0.1243,15
model-1594054321,1594054384.936,0.78,0.105,0.74,0.1274,15
model-1594054321,1594054385.033,0.71,0.1239,0.77,0.1195,15
model-1594054321,1594054385.13,0.76,0.1025,0.77,0.1225,15
model-1594054321,1594054385.226,0.77,0.101,0.79,0.1196,15
model-1594054321,1594054385.322,0.76,0.118,0.77,0.1241,15
model-1594054321,1594054385.433,0.75,0.118,0.71,0.1123,15
model-1594054321,1594054385.53,0.77,0.1089,0.7,0.1186,15
model-1594054321,1594054385.628,0.81,0.0878,0.76,0.1043,15
model-1594054321,1594054385.723,0.77,0.1077,0.67,0.1314,15
model-1594054321,1594054385.825,0.85,0.0782,0.69,0.1257,15
model-1594054321,1594054385.921,0.8,0.0885,0.69,0.1299,15
model-1594054321,1594054386.018,0.74,0.1085,0.79,0.0971,15
model-1594054321,1594054386.115,0.77,0.0996,0.79,0.0979,15
model-1594054321,1594054386.214,0.73,0.1073,0.73,0.1158,15
model-1594054321,1594054386.309,0.77,0.1067,0.72,0.1211,15
model-1594054321,1594054386.409,0.74,0.1246,0.71,0.1237,15
model-1594054321,1594054386.506,0.75,0.1179,0.73,0.1181,15
model-1594054321,1594054386.605,0.7,0.1214,0.76,0.105,15
model-1594054321,1594054386.712,0.74,0.1157,0.75,0.112,15
model-1594054321,1594054386.823,0.82,0.0942,0.76,0.1035,15
model-1594054321,1594054386.92,0.75,0.1098,0.74,0.0997,15
model-1594054321,1594054387.023,0.77,0.1102,0.74,0.1021,15
model-1594054321,1594054387.121,0.74,0.1127,0.75,0.103,15
model-1594054321,1594054387.226,0.79,0.0916,0.75,0.1099,15
model-1594054321,1594054387.322,0.73,0.133,0.76,0.1033,15
model-1594054321,1594054387.424,0.72,0.1051,0.72,0.12,15
model-1594054321,1594054387.521,0.75,0.1138,0.69,0.1245,15
model-1594054321,1594054387.571,0.8,0.1029,0.76,0.1035,15
model-1594054321,1594054387.669,0.77,0.1119,0.71,0.1219,16
model-1594054321,1594054387.768,0.75,0.1055,0.71,0.1211,16
model-1594054321,1594054387.866,0.77,0.1018,0.73,0.1138,16
model-1594054321,1594054387.963,0.76,0.1057,0.69,0.1228,16
model-1594054321,1594054388.062,0.81,0.0936,0.72,0.1131,16
model-1594054321,1594054388.162,0.71,0.1127,0.75,0.1119,16
model-1594054321,1594054388.266,0.84,0.0862,0.75,0.1189,16
model-1594054321,1594054388.363,0.66,0.1419,0.77,0.1032,16
model-1594054321,1594054388.474,0.77,0.0962,0.77,0.0993,16
model-1594054321,1594054388.588,0.87,0.0708,0.72,0.1098,16
model-1594054321,1594054388.691,0.75,0.101,0.75,0.1029,16
model-1594054321,1594054388.797,0.81,0.0976,0.78,0.1041,16
model-1594054321,1594054388.901,0.79,0.1043,0.76,0.1029,16
model-1594054321,1594054389.001,0.71,0.1241,0.76,0.1168,16
model-1594054321,1594054389.111,0.76,0.1011,0.78,0.108,16
model-1594054321,1594054389.225,0.78,0.0999,0.74,0.1117,16
model-1594054321,1594054389.346,0.77,0.1167,0.71,0.1113,16
model-1594054321,1594054389.44,0.75,0.1175,0.77,0.1106,16
model-1594054321,1594054389.549,0.77,0.1079,0.75,0.1065,16
model-1594054321,1594054389.651,0.82,0.0867,0.76,0.1,16
model-1594054321,1594054389.747,0.79,0.1061,0.77,0.1005,16
model-1594054321,1594054389.849,0.85,0.077,0.77,0.1072,16
model-1594054321,1594054389.947,0.8,0.0872,0.72,0.1239,16
model-1594054321,1594054390.056,0.72,0.108,0.75,0.104,16
model-1594054321,1594054390.157,0.77,0.0985,0.73,0.1098,16
model-1594054321,1594054390.265,0.73,0.1071,0.74,0.1136,16
model-1594054321,1594054390.367,0.77,0.1056,0.77,0.1031,16
model-1594054321,1594054390.478,0.75,0.1235,0.68,0.1279,16
model-1594054321,1594054390.572,0.77,0.1166,0.72,0.1274,16
model-1594054321,1594054390.67,0.7,0.1208,0.78,0.0979,16
model-1594054321,1594054390.77,0.74,0.1145,0.77,0.108,16
model-1594054321,1594054390.869,0.83,0.0931,0.72,0.1093,16
model-1594054321,1594054390.968,0.75,0.1081,0.72,0.1112,16
model-1594054321,1594054391.066,0.77,0.1095,0.74,0.1055,16
model-1594054321,1594054391.166,0.76,0.1114,0.72,0.1148,16
model-1594054321,1594054391.262,0.79,0.0907,0.75,0.1103,16
model-1594054321,1594054391.359,0.73,0.1321,0.71,0.1175,16
model-1594054321,1594054391.457,0.73,0.1049,0.74,0.1128,16
model-1594054321,1594054391.559,0.75,0.1133,0.75,0.1119,16
model-1594054321,1594054391.607,0.8,0.1018,0.72,0.1218,16
model-1594054321,1594054391.707,0.77,0.111,0.72,0.1202,17
model-1594054321,1594054391.804,0.75,0.1051,0.73,0.1159,17
model-1594054321,1594054391.902,0.78,0.1008,0.76,0.109,17
model-1594054321,1594054392.007,0.75,0.1049,0.75,0.1098,17
model-1594054321,1594054392.111,0.81,0.0925,0.77,0.0988,17
model-1594054321,1594054392.209,0.71,0.112,0.76,0.0988,17
model-1594054321,1594054392.318,0.84,0.0855,0.78,0.0964,17
model-1594054321,1594054392.417,0.67,0.1409,0.76,0.1218,17
model-1594054321,1594054392.52,0.77,0.095,0.75,0.1031,17
model-1594054321,1594054392.619,0.87,0.0698,0.76,0.098,17
model-1594054321,1594054392.717,0.75,0.0998,0.77,0.0979,17
model-1594054321,1594054392.822,0.81,0.0967,0.78,0.107,17
model-1594054321,1594054392.919,0.78,0.1035,0.73,0.1068,17
model-1594054321,1594054393.019,0.72,0.1242,0.73,0.1084,17
model-1594054321,1594054393.123,0.77,0.0998,0.79,0.1107,17
model-1594054321,1594054393.226,0.78,0.0988,0.76,0.1217,17
model-1594054321,1594054393.336,0.77,0.1154,0.75,0.1054,17
model-1594054321,1594054393.447,0.76,0.1171,0.75,0.122,17
model-1594054321,1594054393.546,0.78,0.1071,0.75,0.1224,17
model-1594054321,1594054393.647,0.82,0.0858,0.74,0.111,17
model-1594054321,1594054393.745,0.79,0.1047,0.75,0.1041,17
model-1594054321,1594054393.849,0.86,0.0759,0.7,0.1237,17
model-1594054321,1594054393.957,0.8,0.0862,0.73,0.1107,17
model-1594054321,1594054394.089,0.72,0.1076,0.72,0.1164,17
model-1594054321,1594054394.188,0.78,0.0975,0.8,0.0939,17
model-1594054321,1594054394.287,0.74,0.1069,0.77,0.0983,17
model-1594054321,1594054394.396,0.77,0.1046,0.69,0.1254,17
model-1594054321,1594054394.508,0.75,0.1224,0.71,0.1252,17
model-1594054321,1594054394.626,0.76,0.1156,0.77,0.1053,17
model-1594054321,1594054394.739,0.7,0.1203,0.74,0.1182,17
model-1594054321,1594054394.834,0.75,0.1135,0.73,0.1098,17
model-1594054321,1594054394.934,0.84,0.0921,0.72,0.1101,17
model-1594054321,1594054395.031,0.76,0.1063,0.71,0.1171,17
model-1594054321,1594054395.128,0.77,0.1089,0.79,0.0953,17
model-1594054321,1594054395.23,0.76,0.1104,0.77,0.1136,17
model-1594054321,1594054395.329,0.79,0.0901,0.73,0.1051,17
model-1594054321,1594054395.435,0.74,0.1312,0.76,0.108,17
model-1594054321,1594054395.531,0.73,0.1048,0.75,0.1035,17
model-1594054321,1594054395.629,0.75,0.1128,0.7,0.1227,17
model-1594054321,1594054395.688,0.8,0.1002,0.77,0.1024,17
model-1594054321,1594054395.788,0.77,0.1105,0.7,0.1287,18
model-1594054321,1594054395.89,0.75,0.1048,0.72,0.1191,18
model-1594054321,1594054395.99,0.78,0.1,0.75,0.109,18
model-1594054321,1594054396.091,0.75,0.104,0.72,0.1166,18
model-1594054321,1594054396.192,0.81,0.0914,0.74,0.119,18
model-1594054321,1594054396.299,0.73,0.1116,0.77,0.0915,18
model-1594054321,1594054396.397,0.85,0.0848,0.76,0.0978,18
model-1594054321,1594054396.502,0.65,0.1401,0.77,0.1052,18
model-1594054321,1594054396.598,0.78,0.0939,0.72,0.1234,18
model-1594054321,1594054396.696,0.88,0.0688,0.76,0.1048,18
model-1594054321,1594054396.801,0.75,0.0987,0.71,0.1217,18
model-1594054321,1594054396.903,0.81,0.0958,0.77,0.1179,18
model-1594054321,1594054397.003,0.78,0.1029,0.73,0.1107,18
model-1594054321,1594054397.114,0.71,0.1243,0.76,0.121,18
model-1594054321,1594054397.227,0.77,0.0986,0.77,0.1109,18
model-1594054321,1594054397.338,0.78,0.0977,0.78,0.1084,18
model-1594054321,1594054397.433,0.78,0.1144,0.73,0.1112,18
model-1594054321,1594054397.534,0.76,0.1168,0.74,0.1254,18
model-1594054321,1594054397.647,0.78,0.1065,0.77,0.0973,18
model-1594054321,1594054397.759,0.83,0.085,0.72,0.1111,18
model-1594054321,1594054397.865,0.78,0.1033,0.75,0.1052,18
model-1594054321,1594054397.966,0.86,0.075,0.75,0.1042,18
model-1594054321,1594054398.071,0.8,0.0852,0.7,0.1291,18
model-1594054321,1594054398.179,0.73,0.1072,0.67,0.1332,18
model-1594054321,1594054398.278,0.78,0.0966,0.75,0.1102,18
model-1594054321,1594054398.375,0.74,0.1068,0.72,0.1155,18
model-1594054321,1594054398.477,0.77,0.1038,0.68,0.1326,18
model-1594054321,1594054398.576,0.74,0.1213,0.69,0.1255,18
model-1594054321,1594054398.678,0.77,0.1144,0.79,0.1029,18
model-1594054321,1594054398.777,0.69,0.1196,0.7,0.1206,18
model-1594054321,1594054398.878,0.74,0.1126,0.76,0.1226,18
model-1594054321,1594054398.978,0.84,0.0913,0.76,0.1172,18
model-1594054321,1594054399.091,0.77,0.1048,0.79,0.1025,18
model-1594054321,1594054399.204,0.79,0.1084,0.74,0.1085,18
model-1594054321,1594054399.305,0.76,0.1094,0.79,0.0914,18
model-1594054321,1594054399.408,0.79,0.0896,0.75,0.1115,18
model-1594054321,1594054399.504,0.74,0.1302,0.8,0.0947,18
model-1594054321,1594054399.603,0.73,0.1048,0.74,0.1132,18
model-1594054321,1594054399.701,0.75,0.1123,0.72,0.1215,18
model-1594054321,1594054399.76,0.8,0.0989,0.77,0.1026,18
model-1594054321,1594054399.875,0.78,0.1098,0.7,0.1235,19
model-1594054321,1594054399.995,0.75,0.1044,0.76,0.1082,19
model-1594054321,1594054400.096,0.78,0.0992,0.76,0.1065,19
model-1594054321,1594054400.197,0.75,0.1033,0.72,0.1118,19
model-1594054321,1594054400.295,0.81,0.0907,0.72,0.1119,19
model-1594054321,1594054400.391,0.73,0.1111,0.76,0.1166,19
model-1594054321,1594054400.5,0.85,0.0842,0.69,0.1251,19
model-1594054321,1594054400.599,0.66,0.139,0.73,0.1223,19
model-1594054321,1594054400.699,0.78,0.0927,0.76,0.1086,19
model-1594054321,1594054400.798,0.88,0.0679,0.7,0.1234,19
model-1594054321,1594054400.9,0.76,0.0977,0.76,0.1143,19
model-1594054321,1594054401.003,0.82,0.0948,0.77,0.1001,19
model-1594054321,1594054401.109,0.78,0.1022,0.77,0.0994,19
model-1594054321,1594054401.205,0.7,0.1243,0.69,0.1233,19
model-1594054321,1594054401.306,0.78,0.0976,0.7,0.1207,19
model-1594054321,1594054401.403,0.78,0.0968,0.76,0.1053,19
model-1594054321,1594054401.5,0.78,0.1131,0.79,0.1228,19
model-1594054321,1594054401.606,0.76,0.1164,0.78,0.0932,19
model-1594054321,1594054401.72,0.79,0.1058,0.7,0.1198,19
model-1594054321,1594054401.825,0.83,0.0843,0.77,0.1045,19
model-1594054321,1594054401.937,0.78,0.1021,0.75,0.1172,19
model-1594054321,1594054402.034,0.86,0.074,0.73,0.11,19
model-1594054321,1594054402.141,0.81,0.0843,0.76,0.1055,19
model-1594054321,1594054402.244,0.73,0.1068,0.68,0.1268,19
model-1594054321,1594054402.343,0.78,0.0958,0.69,0.1277,19
model-1594054321,1594054402.452,0.75,0.1068,0.74,0.1204,19
model-1594054321,1594054402.55,0.77,0.1027,0.78,0.1009,19
model-1594054321,1594054402.66,0.74,0.12,0.71,0.1193,19
model-1594054321,1594054402.761,0.76,0.1127,0.77,0.1057,19
model-1594054321,1594054402.859,0.71,0.1188,0.73,0.1137,19
model-1594054321,1594054402.958,0.76,0.1114,0.73,0.1122,19
model-1594054321,1594054403.054,0.83,0.0904,0.68,0.1215,19
model-1594054321,1594054403.162,0.77,0.103,0.77,0.1175,19
model-1594054321,1594054403.262,0.78,0.1077,0.76,0.0997,19
model-1594054321,1594054403.358,0.78,0.1086,0.73,0.118,19
model-1594054321,1594054403.456,0.79,0.0894,0.77,0.0988,19
model-1594054321,1594054403.561,0.74,0.1291,0.77,0.1048,19
model-1594054321,1594054403.672,0.73,0.1045,0.73,0.1126,19
model-1594054321,1594054403.78,0.75,0.112,0.71,0.1176,19
model-1594054321,1594054403.83,0.8,0.0966,0.71,0.1215,19
model-1594054321,1594054403.933,0.79,0.1103,0.67,0.1332,20
model-1594054321,1594054404.032,0.75,0.1044,0.77,0.1003,20
model-1594054321,1594054404.132,0.78,0.0989,0.71,0.1273,20
model-1594054321,1594054404.239,0.76,0.1023,0.74,0.114,20
model-1594054321,1594054404.339,0.8,0.0906,0.79,0.0973,20
model-1594054321,1594054404.439,0.73,0.1104,0.79,0.0886,20
model-1594054321,1594054404.557,0.85,0.0841,0.75,0.0988,20
model-1594054321,1594054404.666,0.66,0.1384,0.79,0.0976,20
model-1594054321,1594054404.768,0.8,0.0916,0.76,0.0968,20
model-1594054321,1594054404.866,0.88,0.0669,0.73,0.1176,20
model-1594054321,1594054404.963,0.76,0.0967,0.77,0.1177,20
model-1594054321,1594054405.07,0.82,0.0938,0.74,0.1119,20
model-1594054321,1594054405.188,0.77,0.1012,0.76,0.1085,20
model-1594054321,1594054405.316,0.7,0.1243,0.75,0.1127,20
model-1594054321,1594054405.418,0.79,0.0966,0.71,0.1261,20
model-1594054321,1594054405.512,0.78,0.0959,0.78,0.1029,20
model-1594054321,1594054405.612,0.77,0.1116,0.76,0.1249,20
model-1594054321,1594054405.723,0.76,0.1159,0.76,0.1029,20
model-1594054321,1594054405.837,0.79,0.1052,0.73,0.1105,20
model-1594054321,1594054405.934,0.83,0.0838,0.74,0.1066,20
model-1594054321,1594054406.031,0.78,0.101,0.69,0.1242,20
model-1594054321,1594054406.136,0.86,0.0731,0.79,0.1011,20
model-1594054321,1594054406.242,0.81,0.0831,0.79,0.0938,20
model-1594054321,1594054406.354,0.74,0.1066,0.71,0.1217,20
model-1594054321,1594054406.475,0.78,0.0945,0.75,0.1024,20
model-1594054321,1594054406.583,0.75,0.1067,0.76,0.1048,20
