model-1594054321,1594054339.317,0.67,0.1399,0.74,0.1264,4
model-1594054321,1594054339.412,0.67,0.139,0.71,0.1369,4
model-1594054321,1594054339.509,0.76,0.1321,0.73,0.1227,4
model-1594054321,1594054339.622,0.69,0.1347,0.67,0.1509,4
model-1594054321,1594054339.723,0.77,0.1164,0.69,0.1476,4
model-1594054321,1594054339.82,0.62,0.1548,0.74,0.1206,4
model-1594054321,1594054339.917,0.7,0.1375,0.7,0.1441,4
model-1594054321,1594054340.012,0.75,0.1203,0.74,0.1316,4
model-1594054321,1594054340.109,0.71,0.1412,0.75,0.1236,4
model-1594054321,1594054340.213,0.73,0.1366,0.72,0.1377,4
model-1594054321,1594054340.309,0.74,0.1334,0.73,0.1203,4
model-1594054321,1594054340.404,0.65,0.1452,0.74,0.1263,4
model-1594054321,1594054340.505,0.77,0.1343,0.64,0.1569,4
model-1594054321,1594054340.612,0.75,0.1356,0.77,0.1144,4
model-1594054321,1594054340.73,0.66,0.1542,0.68,0.129,4
model-1594054321,1594054340.852,0.64,0.1501,0.69,0.1347,4
model-1594054321,1594054340.977,0.72,0.1367,0.6,0.151,4
model-1594054321,1594054341.094,0.74,0.1327,0.73,0.1198,4
model-1594054321,1594054341.2,0.66,0.1447,0.74,0.1185,4
model-1594054321,1594054341.306,0.79,0.1255,0.64,0.1512,4
model-1594054321,1594054341.415,0.7,0.1282,0.73,0.1429,4
model-1594054321,1594054341.512,0.69,0.1366,0.75,0.1417,4
model-1594054321,1594054341.608,0.73,0.1194,0.74,0.1091,4
model-1594054321,1594054341.716,0.67,0.1409,0.65,0.1582,4
model-1594054321,1594054341.821,0.64,0.1456,0.74,0.1228,4
model-1594054321,1594054341.918,0.7,0.1424,0.61,0.1595,4
model-1594054321,1594054342.016,0.73,0.1434,0.7,0.1376,4
model-1594054321,1594054342.113,0.63,0.1563,0.67,0.1414,4
model-1594054321,1594054342.209,0.65,0.1538,0.69,0.1272,4
model-1594054321,1594054342.31,0.74,0.1298,0.72,0.1235,4
model-1594054321,1594054342.406,0.67,0.1472,0.72,0.1424,4
model-1594054321,1594054342.5,0.68,0.1392,0.77,0.1212,4
model-1594054321,1594054342.601,0.68,0.142,0.67,0.1534,4
model-1594054321,1594054342.71,0.76,0.1298,0.73,0.134,4
model-1594054321,1594054342.824,0.67,0.1521,0.77,0.1141,4
model-1594054321,1594054342.92,0.69,0.126,0.73,0.1357,4
model-1594054321,1594054343.019,0.7,0.1313,0.73,0.1173,4
model-1594054321,1594054343.072,0.67,0.1244,0.74,0.1257,4
model-1594054321,1594054343.18,0.75,0.1272,0.66,0.1492,5
model-1594054321,1594054343.294,0.79,0.1211,0.77,0.1145,5
model-1594054321,1594054343.409,0.72,0.1328,0.67,0.1525,5
model-1594054321,1594054343.509,0.69,0.1309,0.73,0.1201,5
model-1594054321,1594054343.611,0.76,0.1255,0.74,0.1118,5
model-1594054321,1594054343.71,0.69,0.1291,0.74,0.1381,5
model-1594054321,1594054343.805,0.79,0.1095,0.71,0.127,5
model-1594054321,1594054343.919,0.62,0.1541,0.74,0.1321,5
model-1594054321,1594054344.016,0.7,0.1311,0.76,0.1195,5
model-1594054321,1594054344.111,0.77,0.111,0.67,0.1509,5
model-1594054321,1594054344.217,0.7,0.1363,0.69,0.1287,5
model-1594054321,1594054344.326,0.75,0.13,0.73,0.1182,5
model-1594054321,1594054344.428,0.72,0.127,0.7,0.1408,5
model-1594054321,1594054344.523,0.69,0.1369,0.71,0.1254,5
model-1594054321,1594054344.621,0.78,0.1273,0.75,0.1255,5
model-1594054321,1594054344.723,0.74,0.1278,0.7,0.127,5
model-1594054321,1594054344.825,0.65,0.1486,0.72,0.1194,5
model-1594054321,1594054344.922,0.67,0.143,0.62,0.1443,5
model-1594054321,1594054345.026,0.73,0.1299,0.71,0.1303,5
model-1594054321,1594054345.125,0.75,0.1237,0.77,0.118,5
model-1594054321,1594054345.228,0.67,0.1385,0.76,0.1228,5
model-1594054321,1594054345.325,0.79,0.1154,0.74,0.116,5
model-1594054321,1594054345.42,0.74,0.1188,0.69,0.1464,5
model-1594054321,1594054345.518,0.69,0.1288,0.73,0.1142,5
model-1594054321,1594054345.616,0.74,0.1167,0.75,0.119,5
model-1594054321,1594054345.712,0.68,0.1332,0.72,0.1219,5
model-1594054321,1594054345.81,0.67,0.1404,0.74,0.1124,5
model-1594054321,1594054345.912,0.71,0.1364,0.62,0.1526,5
model-1594054321,1594054346.011,0.71,0.136,0.75,0.1234,5
model-1594054321,1594054346.109,0.67,0.1462,0.69,0.1279,5
model-1594054321,1594054346.214,0.68,0.1468,0.67,0.1479,5
model-1594054321,1594054346.343,0.73,0.1227,0.68,0.138,5
model-1594054321,1594054346.451,0.7,0.1405,0.71,0.1237,5
model-1594054321,1594054346.567,0.7,0.1322,0.78,0.1307,5
model-1594054321,1594054346.667,0.67,0.137,0.78,0.1231,5
model-1594054321,1594054346.765,0.79,0.1192,0.71,0.1395,5
model-1594054321,1594054346.863,0.66,0.1487,0.74,0.1113,5
model-1594054321,1594054346.968,0.7,0.1219,0.76,0.1243,5
model-1594054321,1594054347.068,0.7,0.1258,0.76,0.1173,5
model-1594054321,1594054347.128,0.67,0.1246,0.73,0.1227,5
model-1594054321,1594054347.238,0.74,0.1198,0.77,0.1154,6
model-1594054321,1594054347.346,0.79,0.1154,0.65,0.1482,6
model-1594054321,1594054347.445,0.74,0.1275,0.77,0.1139,6
model-1594054321,1594054347.541,0.71,0.1253,0.74,0.1217,6
model-1594054321,1594054347.65,0.77,0.1178,0.73,0.1225,6
model-1594054321,1594054347.764,0.71,0.1248,0.76,0.1156,6
model-1594054321,1594054347.86,0.79,0.1032,0.75,0.127,6
model-1594054321,1594054347.958,0.63,0.1522,0.7,0.1214,6
model-1594054321,1594054348.066,0.71,0.1235,0.76,0.1099,6
model-1594054321,1594054348.182,0.8,0.1025,0.73,0.1279,6
model-1594054321,1594054348.281,0.73,0.1315,0.65,0.1443,6
model-1594054321,1594054348.377,0.76,0.1226,0.7,0.1233,6
model-1594054321,1594054348.484,0.74,0.1208,0.8,0.1149,6
model-1594054321,1594054348.593,0.7,0.1313,0.73,0.1209,6
model-1594054321,1594054348.696,0.76,0.1221,0.69,0.1252,6
model-1594054321,1594054348.793,0.77,0.1219,0.8,0.1143,6
model-1594054321,1594054348.902,0.68,0.1424,0.8,0.1199,6
model-1594054321,1594054349.011,0.7,0.1359,0.68,0.1293,6
model-1594054321,1594054349.109,0.71,0.1263,0.68,0.13,6
model-1594054321,1594054349.209,0.74,0.1159,0.74,0.11,6
model-1594054321,1594054349.311,0.71,0.1324,0.79,0.1221,6
model-1594054321,1594054349.409,0.81,0.1054,0.67,0.147,6
model-1594054321,1594054349.507,0.76,0.1116,0.76,0.1225,6
model-1594054321,1594054349.604,0.72,0.1217,0.76,0.1099,6
model-1594054321,1594054349.701,0.74,0.1162,0.67,0.1398,6
model-1594054321,1594054349.798,0.69,0.1276,0.68,0.1317,6
model-1594054321,1594054349.893,0.68,0.1359,0.73,0.1243,6
model-1594054321,1594054350.003,0.73,0.132,0.72,0.1312,6
model-1594054321,1594054350.111,0.72,0.1306,0.66,0.1312,6
model-1594054321,1594054350.214,0.69,0.1387,0.76,0.1149,6
model-1594054321,1594054350.316,0.69,0.1401,0.65,0.1448,6
model-1594054321,1594054350.419,0.76,0.1165,0.75,0.1272,6
model-1594054321,1594054350.514,0.72,0.1338,0.76,0.1282,6
model-1594054321,1594054350.612,0.72,0.1273,0.7,0.1307,6
model-1594054321,1594054350.711,0.68,0.1338,0.74,0.1247,6
model-1594054321,1594054350.808,0.8,0.1122,0.69,0.135,6
model-1594054321,1594054350.91,0.65,0.1464,0.7,0.1343,6
model-1594054321,1594054351.009,0.71,0.119,0.72,0.121,6
model-1594054321,1594054351.11,0.72,0.1222,0.78,0.1139,6
model-1594054321,1594054351.162,0.67,0.1239,0.66,0.1418,6
model-1594054321,1594054351.263,0.74,0.1165,0.77,0.1104,7
model-1594054321,1594054351.363,0.78,0.1122,0.69,0.1363,7
model-1594054321,1594054351.475,0.75,0.1227,0.78,0.1098,7
model-1594054321,1594054351.588,0.74,0.1221,0.74,0.125,7
model-1594054321,1594054351.706,0.79,0.1122,0.77,0.1138,7
model-1594054321,1594054351.828,0.73,0.1226,0.72,0.1386,7
model-1594054321,1594054351.942,0.81,0.0988,0.77,0.117,7
model-1594054321,1594054352.035,0.62,0.1506,0.78,0.1114,7
model-1594054321,1594054352.131,0.72,0.1184,0.74,0.1141,7
model-1594054321,1594054352.227,0.82,0.0957,0.79,0.1129,7
model-1594054321,1594054352.322,0.72,0.1264,0.69,0.1324,7
model-1594054321,1594054352.42,0.77,0.1174,0.75,0.1228,7
model-1594054321,1594054352.54,0.73,0.1174,0.76,0.1305,7
model-1594054321,1594054352.647,0.72,0.1279,0.77,0.1153,7
model-1594054321,1594054352.751,0.77,0.1185,0.72,0.1215,7
model-1594054321,1594054352.854,0.78,0.1174,0.68,0.1243,7
model-1594054321,1594054352.95,0.7,0.138,0.77,0.1173,7
model-1594054321,1594054353.059,0.7,0.1312,0.7,0.1311,7
model-1594054321,1594054353.161,0.72,0.1228,0.74,0.11,7
model-1594054321,1594054353.258,0.75,0.1094,0.7,0.1341,7
model-1594054321,1594054353.358,0.73,0.1278,0.69,0.1402,7
model-1594054321,1594054353.455,0.83,0.0987,0.76,0.1079,7
model-1594054321,1594054353.564,0.78,0.1062,0.75,0.1141,7
model-1594054321,1594054353.666,0.73,0.1172,0.77,0.1052,7
model-1594054321,1594054353.773,0.74,0.1146,0.78,0.1069,7
model-1594054321,1594054353.873,0.71,0.1232,0.72,0.1227,7
model-1594054321,1594054353.969,0.69,0.1313,0.77,0.1108,7
model-1594054321,1594054354.065,0.74,0.1294,0.68,0.1276,7
model-1594054321,1594054354.162,0.72,0.127,0.68,0.1293,7
model-1594054321,1594054354.259,0.68,0.1331,0.7,0.1282,7
model-1594054321,1594054354.357,0.7,0.1356,0.74,0.1256,7
model-1594054321,1594054354.454,0.74,0.1119,0.74,0.109,7
model-1594054321,1594054354.55,0.72,0.1293,0.76,0.1054,7
model-1594054321,1594054354.656,0.72,0.1234,0.75,0.1165,7
model-1594054321,1594054354.762,0.68,0.1305,0.74,0.1211,7
model-1594054321,1594054354.869,0.83,0.1069,0.72,0.1347,7
model-1594054321,1594054354.979,0.69,0.1442,0.78,0.1176,7
model-1594054321,1594054355.082,0.74,0.1164,0.77,0.1072,7
model-1594054321,1594054355.185,0.72,0.1194,0.77,0.1156,7
model-1594054321,1594054355.236,0.67,0.1225,0.76,0.1145,7
model-1594054321,1594054355.333,0.76,0.115,0.72,0.1254,8
model-1594054321,1594054355.434,0.77,0.1103,0.65,0.1416,8
model-1594054321,1594054355.53,0.75,0.1189,0.68,0.1261,8
model-1594054321,1594054355.629,0.73,0.1197,0.75,0.1141,8
model-1594054321,1594054355.745,0.79,0.1082,0.75,0.1087,8
model-1594054321,1594054355.851,0.73,0.1215,0.75,0.1065,8
model-1594054321,1594054355.947,0.81,0.0957,0.7,0.1304,8
model-1594054321,1594054356.054,0.62,0.149,0.71,0.128,8
model-1594054321,1594054356.151,0.75,0.1152,0.8,0.1103,8
model-1594054321,1594054356.248,0.84,0.0904,0.72,0.1222,8
model-1594054321,1594054356.345,0.73,0.1215,0.67,0.1353,8
model-1594054321,1594054356.444,0.77,0.1133,0.76,0.1133,8
model-1594054321,1594054356.54,0.76,0.1152,0.66,0.1374,8
model-1594054321,1594054356.637,0.74,0.1259,0.75,0.1197,8
model-1594054321,1594054356.748,0.78,0.1157,0.69,0.1328,8
model-1594054321,1594054356.876,0.77,0.1137,0.74,0.1082,8
model-1594054321,1594054356.99,0.69,0.134,0.7,0.128,8
model-1594054321,1594054357.111,0.69,0.1275,0.7,0.1279,8
model-1594054321,1594054357.218,0.71,0.1199,0.7,0.1335,8
model-1594054321,1594054357.32,0.75,0.1044,0.75,0.1226,8
model-1594054321,1594054357.418,0.75,0.1238,0.71,0.1269,8
model-1594054321,1594054357.522,0.83,0.0938,0.76,0.1052,8
model-1594054321,1594054357.619,0.79,0.1023,0.73,0.1204,8
model-1594054321,1594054357.717,0.74,0.1142,0.67,0.1425,8
model-1594054321,1594054357.824,0.74,0.1127,0.66,0.1411,8
model-1594054321,1594054357.928,0.72,0.1192,0.7,0.1213,8
model-1594054321,1594054358.026,0.69,0.1261,0.81,0.1066,8
model-1594054321,1594054358.129,0.73,0.128,0.79,0.1073,8
model-1594054321,1594054358.225,0.72,0.1247,0.78,0.1107,8
model-1594054321,1594054358.328,0.69,0.1292,0.75,0.1225,8
model-1594054321,1594054358.426,0.71,0.1317,0.71,0.125,8
model-1594054321,1594054358.523,0.75,0.1085,0.74,0.111,8
model-1594054321,1594054358.634,0.72,0.1254,0.74,0.1166,8
model-1594054321,1594054358.741,0.73,0.1203,0.79,0.1146,8
model-1594054321,1594054358.841,0.68,0.1277,0.78,0.1069,8
model-1594054321,1594054358.94,0.81,0.1032,0.68,0.1348,8
model-1594054321,1594054359.037,0.68,0.1423,0.73,0.1143,8
model-1594054321,1594054359.138,0.74,0.1139,0.7,0.1349,8
model-1594054321,1594054359.238,0.74,0.1177,0.76,0.1137,8
model-1594054321,1594054359.287,0.67,0.1201,0.77,0.1146,8
model-1594054321,1594054359.391,0.77,0.1149,0.67,0.1284,9
model-1594054321,1594054359.487,0.76,0.1091,0.64,0.1375,9
model-1594054321,1594054359.585,0.75,0.1156,0.79,0.1072,9
model-1594054321,1594054359.687,0.74,0.1175,0.73,0.1202,9
model-1594054321,1594054359.789,0.78,0.1055,0.7,0.1296,9
model-1594054321,1594054359.884,0.73,0.1208,0.75,0.1179,9
model-1594054321,1594054359.988,0.81,0.0935,0.73,0.1206,9
model-1594054321,1594054360.086,0.65,0.1477,0.7,0.1335,9
model-1594054321,1594054360.189,0.77,0.1124,0.71,0.1151,9
model-1594054321,1594054360.294,0.86,0.086,0.74,0.1302,9
model-1594054321,1594054360.39,0.74,0.1176,0.73,0.1041,9
model-1594054321,1594054360.486,0.78,0.1103,0.69,0.1252,9
model-1594054321,1594054360.583,0.76,0.1134,0.71,0.1284,9
model-1594054321,1594054360.68,0.74,0.1246,0.74,0.1062,9
model-1594054321,1594054360.78,0.78,0.1134,0.71,0.1286,9
model-1594054321,1594054360.874,0.77,0.1109,0.71,0.1083,9
model-1594054321,1594054360.973,0.71,0.1304,0.77,0.1118,9
model-1594054321,1594054361.072,0.69,0.1247,0.78,0.1103,9
model-1594054321,1594054361.17,0.72,0.1172,0.72,0.1111,9
model-1594054321,1594054361.27,0.76,0.1006,0.76,0.1131,9
model-1594054321,1594054361.37,0.73,0.1206,0.74,0.1069,9
model-1594054321,1594054361.465,0.85,0.0901,0.73,0.1114,9
model-1594054321,1594054361.562,0.79,0.0993,0.72,0.1231,9
model-1594054321,1594054361.669,0.73,0.1123,0.69,0.1341,9
model-1594054321,1594054361.783,0.74,0.1105,0.73,0.116,9
model-1594054321,1594054361.882,0.72,0.1159,0.68,0.132,9
model-1594054321,1594054361.987,0.71,0.1213,0.77,0.1084,9
model-1594054321,1594054362.11,0.73,0.1276,0.73,0.1229,9
model-1594054321,1594054362.215,0.71,0.1232,0.73,0.1275,9
model-1594054321,1594054362.337,0.69,0.1265,0.72,0.1258,9
model-1594054321,1594054362.437,0.74,0.1284,0.73,0.115,9
model-1594054321,1594054362.551,0.75,0.1058,0.71,0.1179,9
model-1594054321,1594054362.667,0.71,0.1224,0.73,0.1046,9
model-1594054321,1594054362.764,0.74,0.1176,0.67,0.1287,9
model-1594054321,1594054362.864,0.69,0.1249,0.79,0.106,9
model-1594054321,1594054362.96,0.81,0.1003,0.75,0.1056,9
model-1594054321,1594054363.058,0.68,0.1406,0.75,0.1075,9
model-1594054321,1594054363.157,0.73,0.1118,0.76,0.1124,9
model-1594054321,1594054363.254,0.73,0.1168,0.7,0.1237,9
model-1594054321,1594054363.306,0.73,0.1175,0.71,0.1176,9
model-1594054321,1594054363.407,0.75,0.1149,0.78,0.1042,10
model-1594054321,1594054363.509,0.75,0.1083,0.67,0.133,10
model-1594054321,1594054363.611,0.73,0.1127,0.8,0.1072,10
model-1594054321,1594054363.717,0.74,0.1153,0.66,0.136,10
model-1594054321,1594054363.816,0.81,0.1036,0.77,0.103,10
model-1594054321,1594054363.916,0.7,0.1199,0.71,0.1323,10
model-1594054321,1594054364.03,0.84,0.092,0.73,0.1067,10
model-1594054321,1594054364.138,0.62,0.1466,0.71,0.1145,10
model-1594054321,1594054364.24,0.77,0.1099,0.73,0.1049,10
model-1594054321,1594054364.337,0.88,0.0823,0.73,0.1312,10
model-1594054321,1594054364.433,0.74,0.1145,0.7,0.1145,10
model-1594054321,1594054364.539,0.78,0.1077,0.74,0.1074,10
model-1594054321,1594054364.638,0.77,0.1116,0.71,0.1127,10
